_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
whose hat,0.483952620889,0.5,1,top_down,0.0,0.6,False,696.96362675,653.617065959,0.0320947582214,-0.6,0.0
whose holding,0.493585591627,0.5,2,top_down,0.0,1.0,False,1571.31666155,1531.5110534,0.0128288167465,-1.0,0.001
whose home,0.46537863474,0.5,3,top_down,0.6,0.3,True,2319.56152291,2019.1381132,0.0692427305198,0.3,0.001
whose house,0.481871692166,0.5,3,top_down,0.3,1.0,True,2323.33984814,2160.76150864,0.0362566156675,-0.7,0.001
whose in,0.49436362312,0.5,2,top_down,1.0,1.0,False,1633.6538186,1597.232829,0.0112727537594,0.0,0.001
whose jacket,0.521918593714,0.5,1,bottom_up,0.3,0.3,False,553.770298749,604.547702052,-0.0438371874286,0.0,0.0
whose lap,0.494217534055,0.5,4,top_down,1.0,2.0,True,2431.22374488,2375.63277661,0.0115649318891,-1.0,0.002
whose legs,0.534368364857,0.5,2,bottom_up,0.3,0.0,False,1194.06759805,1370.3363383,-0.0687367297149,0.3,0.001
whose logo,0.467078627734,0.5,3,top_down,0.6,0.6,True,2511.70767062,2201.38473163,0.065842744531,0.0,0.001
whose mouth,0.511342978648,0.5,2,bottom_up,0.0,0.9,False,1238.23666872,1295.72194564,-0.0226859572955,-0.9,0.001
whose name,0.489968707139,0.5,6,top_down,0.0,0.0,True,5022.23464712,4824.68007638,0.020062585722,0.0,0.003
whose party,0.477920772084,0.5,3,top_down,0.3,0.3,True,2630.74062704,2408.22757237,0.0441584558314,0.0,0.001
whose performing,0.522312058909,0.5,2,bottom_up,0.0,0.0,False,1449.04100691,1584.40589904,-0.0446241178189,0.0,0.001
whose photo,0.505602785471,0.5,2,bottom_up,0.3,0.3,False,1564.14937109,1599.60100032,-0.0112055709418,0.0,0.001
whose photograph,0.514749797047,0.5,1,bottom_up,0.0,0.3,False,572.347167037,607.141607113,-0.0294995940941,-0.3,0.0
whose picnic,0.514513018618,0.5,2,bottom_up,0.0,1.0,False,1476.61686342,1564.9000465,-0.0290260372355,-1.0,0.001
whose picture,0.483959426744,0.5,5,top_down,0.3,0.3,True,4104.35225969,3849.19339621,0.0320811465124,0.0,0.002
whose property,0.49144659639,0.5,3,top_down,1.0,1.0,True,2391.87164305,2311.41345164,0.0171068072193,0.0,0.001
whose reflection,0.521475521793,0.5,2,bottom_up,1.0,1.0,False,1836.98247393,2001.86497817,-0.0429510435868,0.0,0.001
whose restaurant,0.485573520334,0.5,2,top_down,0.0,0.0,False,1749.97793276,1651.82582722,0.0288529593326,0.0,0.001
whose room,0.481812005177,0.5,6,top_down,1.9,1.3,True,3956.97794377,3679.20425904,0.0363759896454,0.6,0.003
whose shadow,0.519759714867,0.5,10,bottom_up,4.7,4.6,True,6522.79634497,7059.56345886,-0.039519429734,0.1,0.005
whose shadows,0.521549597089,0.5,2,bottom_up,1.0,1.0,False,1123.02167324,1224.18436193,-0.0430991941778,0.0,0.001
whose shoe,0.45911105218,0.5,1,top_down,0.0,0.3,False,661.121143657,561.165143244,0.0817778956405,-0.3,0.0
whose tennis,0.503035409006,0.5,2,bottom_up,0.0,0.0,False,1083.16823075,1096.39999278,-0.00607081801166,0.0,0.001
whose tongue,0.495177294884,0.5,1,top_down,1.0,1.0,False,590.264021509,578.986124191,0.00964541023106,0.0,0.0
whose toys,0.501988051261,0.5,1,bottom_up,0.9,0.9,False,752.355041131,758.361806199,-0.00397610252286,0.0,0.0
why,0.512628858156,0.5,1283,bottom_up,277.3,270.4,True,886526.006815,932469.683946,-0.0252577163124,6.9,0.599
why is the,0.507108343359,0.5,669,bottom_up,143.4,149.0,True,461305.690289,474611.329352,-0.0142166867186,-5.6,0.312
will 2,0.493608394036,0.5,2,top_down,2.0,2.0,False,1175.31069636,1145.6414729,0.0127832119283,0.0,0.001
will a,0.493667277606,0.5,2,top_down,1.0,0.0,False,1897.57225314,1850.10623813,0.0126654447871,1.0,0.001
will all,0.492473386352,0.5,7,top_down,5.3,4.9,True,5746.57219796,5576.12900317,0.0150532272965,0.4,0.003
will any,0.497061928336,0.5,4,top_down,2.3,4.0,True,3268.11177059,3229.92835546,0.0058761433288,-1.7,0.002
will anyone,0.490404024806,0.5,4,top_down,2.6,2.6,True,3222.24683137,3100.89343705,0.0191919503872,4.4408920985e-16,0.002
will be,0.496764671428,0.5,4,top_down,3.3,2.3,True,3809.33166292,3760.35084274,0.00647065714386,1.0,0.002
will he,0.499054073919,0.5,35,top_down,29.2,29.3,True,28140.260484,28033.9871122,0.0018918521626,-0.1,0.016
will his,0.498646248685,0.5,2,top_down,2.0,2.0,False,1652.7907734,1643.86506904,0.00270750262921,0.0,0.001
will it,0.500328330069,0.5,21,bottom_up,17.2,16.9,True,18876.7599834,18901.5675052,-0.000656660138897,0.3,0.01
will more,0.504573806702,0.5,2,bottom_up,2.0,1.6,False,1428.15289169,1454.52249167,-0.00914761340393,0.4,0.001
will one,0.489073859688,0.5,2,top_down,1.2,1.9,False,1494.46815564,1430.54984154,0.0218522806248,-0.7,0.001
will passengers,0.493120116972,0.5,2,top_down,2.0,2.0,False,1571.24794278,1528.5948314,0.013759766056,0.0,0.001
will people,0.497974005695,0.5,2,top_down,1.6,1.3,False,1744.17922536,1730.10147951,0.00405198861085,0.3,0.001
will riding,0.499582984549,0.5,2,top_down,1.9,2.0,False,1601.68453629,1599.01505393,0.00083403090223,-0.1,0.001
will she,0.49606802971,0.5,7,top_down,6.9,6.2,True,6002.75591182,5909.08192685,0.00786394058085,0.7,0.003
will someone,0.50597478735,0.5,16,bottom_up,10.8,11.5,True,12641.6184175,12947.3962599,-0.0119495747008,-0.7,0.007
will that,0.500994787826,0.5,8,bottom_up,4.6,6.6,True,6381.79015719,6407.23489003,-0.00198957565116,-2.0,0.004
will the,0.500097710854,0.5,251,bottom_up,214.1,206.8,True,206562.50083,206643.250204,-0.000195421708131,7.3,0.117
will there,0.489687013058,0.5,8,top_down,5.9,6.5,True,6730.43097132,6458.39851869,0.0206259738846,-0.6,0.004
will these,0.507743440681,0.5,23,bottom_up,18.8,15.3,True,19108.1477076,19709.3090553,-0.0154868813629,3.5,0.011
will they,0.497137977468,0.5,19,top_down,15.3,15.2,True,15967.9043711,15786.1427743,0.00572404506331,0.1,0.009
will this,0.49665215729,0.5,94,top_down,78.9,77.2,True,79286.0948815,78231.4072393,0.00669568541936,1.7,0.044
will those,0.520438411594,0.5,2,bottom_up,2.0,1.0,False,1402.15851324,1521.67556175,-0.0408768231871,1.0,0.001
will twenty,0.49052855875,0.5,2,top_down,0.6,0.6,False,1419.50704999,1366.7277319,0.0189428825004,0.0,0.001
will you,0.495889643907,0.5,5,top_down,4.0,3.3,True,3695.0787649,3634.82176232,0.00822071218514,0.7,0.002
windows or,0.493646203857,0.5,5,top_down,3.6,3.6,True,3878.76183221,3781.41937262,0.012707592286,0.0,0.002
with so,0.520069070403,0.5,2,bottom_up,0.0,0.0,False,872.713730197,945.701538288,-0.0401381408064,0.0,0.001
with that,0.547727427857,0.5,2,bottom_up,0.0,0.0,False,1040.38280527,1259.9618748,-0.0954548557135,0.0,0.001
with the,0.523299850349,0.5,2,bottom_up,2.0,2.0,False,1576.23506806,1730.31952231,-0.0465997006975,0.0,0.001
with what,0.475983145303,0.5,2,top_down,1.0,1.0,False,1814.17973944,1647.88397698,0.0480337093932,0.0,0.001
with which,0.528119022202,0.5,1,bottom_up,1.0,1.0,False,718.644205354,804.291109197,-0.0562380444033,0.0,0.0
without taking,0.467347185461,0.5,2,top_down,0.0,0.0,False,1270.72227234,1114.92601047,0.0653056290773,0.0,0.001
"would ""black",0.516478836544,0.5,2,bottom_up,0.9,1.0,False,1588.52416647,1696.80083382,-0.0329576730879,-0.1,0.001
"would ""moon",0.50356712332,0.5,2,bottom_up,2.0,2.0,False,1961.54929228,1989.73875576,-0.0071342466394,0.0,0.001
would 'midnight',0.505500672325,0.5,2,bottom_up,0.9,0.9,False,1259.85987398,1287.88853228,-0.0110013446497,0.0,0.001
would a,0.499605388808,0.5,149,top_down,120.6,113.8,True,121441.91748,121250.379287,0.000789222383758,6.8,0.07
would an,0.492947294923,0.5,7,top_down,4.3,5.0,True,5650.04490306,5492.86952474,0.014105410154,-0.7,0.003
would andy,0.492512849041,0.5,2,top_down,2.0,1.3,False,1709.05854283,1658.6297614,0.0149743019173,0.7,0.001
would anything,0.501338047884,0.5,4,bottom_up,3.0,2.0,True,2794.56282587,2809.55999523,-0.00267609576784,1.0,0.002
would bugs,0.499862538208,0.5,2,top_down,1.3,1.3,False,1673.5836487,1672.6636864,0.000274923583009,0.0,0.001
would calling,0.486189659838,0.5,2,top_down,0.6,2.0,False,1740.1425125,1646.59842376,0.0276206803237,-1.4,0.001
would children,0.496780440028,0.5,3,top_down,2.9,1.6,True,2399.822618,2369.11485759,0.00643911994447,1.3,0.001
would criminals,0.490177742315,0.5,2,top_down,2.0,1.2,False,1464.79252016,1408.35100796,0.0196445153709,0.8,0.001
would either,0.477869489149,0.5,2,top_down,2.0,2.0,False,1632.43240682,1494.05105449,0.0442610217013,0.0,0.001
would firefighters,0.505610753322,0.5,4,bottom_up,2.6,3.3,True,3272.79725049,3347.08227255,-0.0112215066447,-0.7,0.002
would fish,0.500972298287,0.5,2,bottom_up,1.3,1.3,False,1390.46239367,1395.88070692,-0.00194459657422,0.0,0.001
would george,0.530284000537,0.5,1,bottom_up,1.0,1.0,False,705.973795492,797.006295241,-0.0605680010735,0.0,0.0
would he,0.481264731933,0.5,3,top_down,2.0,2.0,True,2629.17150015,2439.25484755,0.037470536135,0.0,0.001
would homer,0.502120412263,0.5,2,bottom_up,1.0,1.0,False,1873.10982825,1889.06454962,-0.00424082452606,0.0,0.001
would hot,0.512247221855,0.5,2,bottom_up,1.0,1.0,False,1723.82778083,1810.39664201,-0.0244944437093,0.0,0.001
would i,0.492988819444,0.5,6,top_down,3.2,2.2,True,5225.2506003,5080.73632994,0.0140223611127,1.0,0.003
would it,0.502781492807,0.5,44,bottom_up,33.8,31.8,True,36710.7697928,37121.4976344,-0.00556298561452,2.0,0.021
would many,0.493446719596,0.5,4,top_down,3.0,2.6,True,2400.54698318,2338.4352247,0.0131065608081,0.4,0.002
would most,0.498136693319,0.5,6,top_down,4.3,3.3,True,4654.39517055,4619.8337053,0.00372661336189,1.0,0.003
would ms.,0.519813109059,0.5,2,bottom_up,0.6,0.6,False,1521.36168319,1646.90823815,-0.039626218118,0.0,0.001
would nikon,0.486719539085,0.5,1,top_down,1.0,1.0,False,750.838866721,711.984918509,0.026560921831,0.0,0.0
would odor,0.500030542015,0.5,2,bottom_up,0.3,0.3,False,1318.96987764,1319.13102347,-6.10840297777e-05,0.0,0.001
would one,0.503135169701,0.5,8,bottom_up,6.0,6.0,True,6818.60903339,6904.65857903,-0.00627033940212,0.0,0.004
would people,0.494031477306,0.5,2,top_down,1.9,1.9,False,1577.85903459,1540.63344828,0.0119370453876,0.0,0.001
would pineapple,0.498720238211,0.5,2,top_down,1.3,1.3,False,1721.88041973,1713.08853569,0.00255952357797,0.0,0.001
would security,0.49889894467,0.5,2,top_down,2.0,1.3,False,1548.89710916,1542.09041259,0.0022021106595,0.7,0.001
would sitting,0.498944043114,0.5,2,top_down,1.0,1.0,False,1652.8217211,1645.85519987,0.00211191377298,0.0,0.001
would someone,0.494841984098,0.5,17,top_down,12.8,13.8,True,12918.5488259,12654.7340267,0.0103160318031,-1.0,0.008
would that,0.483241584745,0.5,2,top_down,2.0,1.0,False,1561.37084331,1460.10069391,0.0335168305095,1.0,0.001
would the,0.501348828301,0.5,48,bottom_up,30.8,34.4,True,36711.4635893,36910.0692033,-0.00269765660273,-3.6,0.022
would there,0.50523510173,0.5,4,bottom_up,3.0,2.9,True,3266.10372947,3335.22094188,-0.0104702034593,0.1,0.002
would these,0.498735065671,0.5,20,top_down,15.5,12.7,True,15873.3550947,15793.2427613,0.00252986865714,2.8,0.009
would this,0.50162075185,0.5,190,bottom_up,144.7,146.6,True,149229.70625,150200.309755,-0.00324150369942,-1.9,0.089
would those,0.498073675962,0.5,2,top_down,2.0,2.0,False,1978.47228133,1963.28607358,0.00385264807597,0.0,0.001
would traffic,0.498159816534,0.5,2,top_down,2.0,1.0,False,1439.00502441,1428.45173139,0.00368036693166,1.0,0.001
would two,0.493109818096,0.5,4,top_down,4.0,2.9,True,3012.8452837,2930.93779054,0.0137803638085,1.1,0.002
would you,0.501606997963,0.5,184,bottom_up,144.3,144.6,True,149299.879089,150262.671907,-0.00321399592505,-0.3,0.086
would your,0.503182971322,0.5,2,bottom_up,2.0,2.0,False,1673.54081001,1694.98464989,-0.00636594264472,0.0,0.001
wouldn't you,0.526086753363,0.5,2,bottom_up,1.5,1.5,False,1773.87731398,1969.16495498,-0.0521735067254,0.0,0.001
written in,0.490521438976,0.5,2,top_down,0.3,0.3,False,1372.61131309,1321.53799582,0.0189571220489,0.0,0.001
yes he,0.507147132159,0.5,2,bottom_up,2.0,2.0,False,1310.57941985,1348.59029462,-0.014294264318,0.0,0.001
yes it,0.52947800142,0.5,1,bottom_up,0.3,1.0,False,535.79860945,602.933715641,-0.0589560028391,-0.7,0.0
yes the,0.466989118458,0.5,2,top_down,2.0,1.6,False,1193.00518189,1045.23276634,0.0660217630842,0.4,0.001
